X,Y,Z
3.0,3.4,3.3
2.9499999999999997,3.4866025403784437,3.3
2.85,3.4866025403784437,3.3
2.8,3.4,3.3
2.85,3.313397459621556,3.3
2.9499999999999997,3.313397459621556,3.3
